,Unnamed: 0,Word,Meaning
22027,34900,radically,In a radical manner
22028,34902,radicalness,Quality or state of being radical.
22029,34903,radicant,"Taking root on, or above, the ground"
22030,34904,radicate,Radicated.
22031,34906,radicated,of Radicate
22032,34907,radicating,of Radicate
22033,34912,radication,"The process of taking root, or state of being rooted"
22034,34914,radicel,A small branch of a root
22035,34915,radiciflorous,Rhizanthous.
22036,34916,radiciform,Having the nature or appearance of a radix or root.
22037,34917,radicle,"The rudimentary stem of a plant which supports the cotyledons in the seed, and from which the root is developed downward"
22038,34919,radicular,"Of or pertaining to roots, or the root of a plant."
22039,34920,radicule,A radicle.
22040,34921,radiculose,"Producing numerous radicles, or rootlets."
22041,34922,radii,pl. of Radius.
22042,34923,radio-,"A combining form indicating connection with, or relation to, a radius or ray"
22043,34924,radio-flagellata,A group of Protozoa having both flagella and pseudopodia.
22044,34925,radiograph,"A picture produced by the Rontgen rays upon a sensitive surface, photographic or fluorescent, especially a picture of opaque objects traversed by the rays."
22045,34926,radiolaria,"Order of rhizopods, usually having a siliceous skeleton, or shell, and sometimes radiating spicules. The pseudopodia project from the body like rays. It includes the polycystines. See Polycystina."
22046,34927,radiolarian,Of or pertaining to the Radiolaria.
22047,34929,radioli,The barbs of the radii of a feather
22048,34930,radiolite,A hippurite.
22049,34931,radiometer,A forestaff.
22050,34933,radiomicrometer,"A very sensitive modification or application of the thermopile, used for indicating minute changes of radiant heat, or temperature."
22051,34934,radiophone,An apparatus for the production of sound by the action of luminous or thermal rays. It is essentially the same as the photophone.
22052,34935,radiophony,The art or practice of using the radiophone.
22053,34936,radious,"Consisting of rays, as light."
22054,34938,radish,The pungent fleshy root of a well-known cruciferous plant (Raphanus sativus)
22055,34940,radiuses,of Radius
22056,34941,radius,A right line drawn or extending from the center of a circle to the periphery
22057,34947,radius vector,"A straight line (or the length of such line) connecting any point, as of a curve, with a fixed point, or pole, round which the straight line turns, and to which it serves to refer the successive points of a curve, in a system of polar coordinates. See Coordinate, n."
22058,34949,radices,of Radix
22059,34950,radixes,of Radix
22060,34951,radix,"A primitive word, from which spring other words"
22061,34955,radulae,of Radula
22062,34956,radula,The chitinous ribbon bearing the teeth of mollusks
22063,34957,raduliform,Rasplike
22064,34958,raffed,of Raff
22065,34959,raffing,of Raff
22066,34960,raff,"To sweep, snatch, draw, or huddle together"
22067,34964,raffaelesque,Raphaelesque.
22068,34965,raffia,"A fibrous material used for tying plants, said to come from the leaves of a palm tree of the genus Raphia."
22069,34966,raffinose,A colorless crystalline slightly sweet substance obtained from the molasses of the sugar beet.
22070,34967,raffish,"Resembling, or having the character of, raff, or a raff"
22071,34968,raffle,"A kind of lottery, in which several persons pay, in shares, the value of something put up as a stake, and then determine by chance (as by casting dice) which one of them shall become the sole possessor."
22072,34970,raffled,of Raffle
22073,34971,raffling,of Raffle
22074,34974,raffler,One who raffles.
22075,34975,rafflesia,"A genus of stemless, leafless plants, living parasitically upon the roots and stems of grapevines in Malaysia. The flowers have a carrionlike odor, and are very large, in one species (Rafflesia Arnoldi) having a diameter of two or three feet."
22076,34976,raft,imp. &amp
22077,34980,rafted,of Raft
22078,34981,rafting,of Raft
22079,34983,rafte,imp. of Reave.
22080,34984,rafter,A raftsman.
22081,34990,raftsmen,of Raftsman
22082,34991,raftsman,A man engaged in rafting.
22083,34992,rafty,Damp
22084,34993,rag,To scold or rail at
22085,35000,ragged,of Rag
22086,35001,ragging,of Rag
22087,35005,ragabash,Alt. of Ragabrash
22088,35006,ragabrash,"An idle, ragged person."
22089,35007,ragamuffin,A paltry or disreputable fellow
22090,35010,rage,Violent excitement
22091,35014,raged,of Rage
22092,35015,raging,of Rage
22093,35021,rageful,Full of rage
22094,35022,ragery,Wantonness.
22095,35028,raggie,Alt. of Raggy
22096,35029,raggy,Ragged
22097,35030,raghuvansa,A celebrated Sanskrit poem having for its subject the Raghu dynasty.
22098,35032,ragious,Raging
22099,35033,raglan,A loose overcoat with large sleeves
22100,35034,ragmen,of Ragman
22101,35035,ragman,"A man who collects, or deals in, rags."
22102,35037,ragman's roll,"The rolls of deeds on parchment in which the Scottish nobility and gentry subscribed allegiance to Edward I. of England, A. D. 1296."
22103,35038,ragout,"A dish made of pieces of meat, stewed, and highly seasoned"
22104,35039,ragpicker,One who gets a living by picking up rags and refuse things in the streets.
22105,35040,raguled,Alt. of Ragguled
22106,35041,ragguled,Notched in regular diagonal breaks
22107,35042,ragweed,A common American composite weed (Ambrosia artemisiaefolia) with finely divided leaves
22108,35043,ragwork,"A kind of rubblework. In the United States, any rubblework of thin and small stones."
22109,35044,ragwort,A name given to several species of the composite genus Senecio.
22110,35045,raia,A genus of rays which includes the skates. See Skate.
22111,35046,raiae,"The order of elasmobranch fishes which includes the sawfishes, skates, and rays"
22112,35047,raid,A hostile or predatory incursion
22113,35049,raided,of Raid
22114,35050,raiding,of Raid
22115,35052,raider,One who engages in a raid.
22116,35053,rail,An outer cloak or covering
22117,35060,railed,of Rail
22118,35061,railing,of Rail
22119,35068,railer,One who rails
22120,35072,railingly,With scoffing or insulting language.
22121,35073,raillery,Pleasantry or slight satire
22122,35074,railleur,A banterer
22123,35075,railroad,Alt. of Railway
22124,35076,railway,"A road or way consisting of one or more parallel series of iron or steel rails, patterned and adjusted to be tracks for the wheels of vehicles, and suitably supported on a bed or substructure."
22125,35078,railroading,The construction of a railroad
22126,35079,raiment,Clothing in general
22127,35081,rain,Reign.
22128,35083,rained,of Rain
22129,35084,raining,of Rain
22130,35089,rainbow,"A bow or arch exhibiting, in concentric bands, the several colors of the spectrum, and formed in the part of the hemisphere opposite to the sun by the refraction and reflection of the sun's rays in drops of falling rain."
22131,35090,rainbowed,Formed with or like a rainbow.
22132,35091,raindeer,See Reindeer.
22133,35092,raindrop,A drop of rain.
22134,35093,rainfall,A fall or descent of rain
22135,35094,raininess,The state of being rainy.
22136,35095,rainless,Destitute of rain
22137,35096,rain-tight,So tight as to exclude rain
22138,35097,rainy,Abounding with rain
22139,35098,raip,A rope
22140,35099,rais,Same as 2d Reis.
22141,35100,raisable,Capable of being raised.
22142,35101,raised,of Raise
22143,35102,raising,of Raise
22144,35103,raise,To cause to rise
22145,35125,raiser,"One who, or that which, raises (in various senses of the verb)."
22146,35126,raisin,"A grape, or a bunch of grapes."
22147,35131,raisonne,"Arranged systematically, or according to classes or subjects"
22148,35132,raivel,A separator.
22149,35133,raj,Reign
22150,35134,raja,Same as Rajah.
22151,35135,rajah,A native prince or king
22152,35136,rajahship,The office or dignity of a rajah.
22153,35137,rajpoot,Alt. of Rajput
22154,35138,rajput,"A Hindoo of the second, or royal and military, caste"
22155,35139,rake,"An implement consisting of a headpiece having teeth, and a long handle at right angles to it, -- used for collecting hay, or other light things which are spread over a large surface, or for breaking and smoothing the earth."
22156,35142,raked,of Rake
22157,35143,raking,of Rake
22158,35158,rakehell,"A lewd, dissolute fellow"
22159,35160,rakehelly,Dissolute
22160,35161,rakel,Hasty
22161,35162,raker,"One who, or that which, rakes"
22162,35167,rakery,Debauchery
22163,35168,rakeshame,"A vile, dissolute wretch."
22164,35169,rakestale,The handle of a rake.
22165,35170,rake-vein,"See Rake, a mineral vein."
22166,35173,rakish,Dissolute
22167,35175,rakishly,In a rakish manner.
22168,35176,rakishness,The quality or state of being rakish.
22169,35177,raku ware,"A kind of earthenware made in Japan, resembling Satsuma ware, but having a paler color."
22170,35178,rale,"An adventitious sound, usually of morbid origin, accompanying the normal respiratory sounds. See Rhonchus."
22171,35179,rallentando,Slackening
22172,35180,ralliance,The act of rallying.
22173,35181,rallier,One who rallies.
22174,35182,ralline,Pertaining to the rails.
22175,35183,rallied,of Rally
22176,35184,rallying,of Rally
22177,35185,rally,"To collect, and reduce to order, as troops dispersed or thrown into confusion"
22178,35189,rallies,of Rally
22179,35195,ralph,A name sometimes given to the raven.
22180,35196,ralstonite,A fluoride of alumina and soda occurring with the Greenland cryolite in octahedral crystals.
22181,35197,ram,The male of the sheep and allied animals. In some parts of England a ram is called a tup.
22182,35206,rammed,of Ram
22183,35207,ramming,of Ram
22184,35210,ramadan,The ninth Mohammedan month.
22185,35212,ramage,Boughs or branches.
22186,35215,ramagious,Wild
22187,35216,ramal,"Of or pertaining to a ramus, or branch"
22188,35217,ramayana,The more ancient of the two great epic poems in Sanskrit. The hero and heroine are Rama and his wife Sita.
22189,35218,ramberge,"Formerly, a kind of large war galley."
22190,35219,rambled,of Ramble
22191,35220,rambling,of Ramble
22192,35221,ramble,"To walk, ride, or sail, from place to place, without any determinate object in view"
22193,35226,rambler,One who rambles
22194,35228,ramblingly,In a rambling manner.
22195,35229,rambooze,"A beverage made of wine, ale (or milk), sugar, etc."
22196,35230,rambutan,"A Malayan fruit produced by the tree Nephelium lappaceum, and closely related to the litchi nut. It is bright red, oval in shape, covered with coarse hairs (whence the name), and contains a pleasant acid pulp. Called also ramboostan."
22197,35231,rameal,Same as Ramal.
22198,35232,ramean,A Ramist.
22199,35233,ramed,"Having the frames, stem, and sternpost adjusted"
22200,35234,ramee,See Ramie.
22201,35235,ramekin,See Ramequin.
22202,35236,rament,A scraping
22203,35238,ramenta,"Thin brownish chaffy scales upon the leaves or young shoots of some plants, especially upon the petioles and leaves of ferns."
22204,35239,ramentaceous,Covered with ramenta.
22205,35240,rameous,Ramal.
22206,35241,ramequin,"A mixture of cheese, eggs, etc., formed in a mold, or served on bread."
22207,35242,ramie,The grass-cloth plant (B/hmeria nivea)
22208,35243,ramification,"The process of branching, or the development of branches or offshoots from a stem"
22209,35247,ramiflorous,Flowering on the branches.
22210,35248,ramiform,Having the form of a branch.
22211,35249,ramified,of Ramify
22212,35250,ramifying,of Ramify
22213,35251,ramify,To divide into branches or subdivisions
22214,35254,ramigerous,Bearing branches
22215,35255,ramiparous,Producing branches
22216,35256,ramist,"A follower of Pierre Rame, better known as Ramus, a celebrated French scholar, who was professor of rhetoric and philosophy at Paris in the reign of Henry II., and opposed the Aristotelians."
22217,35257,ramline,"A line used to get a straight middle line, as on a spar, or from stem to stern in building a vessel."
22218,35258,rammel,Refuse matter.
22219,35259,rammer,"One who, or that which, rams or drives."
22220,35263,rammish,Like a ram
22221,35264,rammishness,The quality of being rammish.
22222,35265,rammy,Like a ram
22223,35266,ramollescence,A softening or mollifying.
22224,35267,ramoon,"A small West Indian tree (Trophis Americana) of the Mulberry family, whose leaves and twigs are used as fodder for cattle."
22225,35268,ramose,"Branched, as the stem or root of a plant"
22226,35269,ramous,Ramose.
22227,35270,ramped,of Ramp
22228,35271,ramping,of Ramp
22229,35272,ramp,To spring
22230,35281,rampacious,High-spirited
22231,35282,rampage,Violent or riotous behavior
22232,35284,rampageous,Characterized by violence and passion
22233,35285,rampallian,A mean wretch.
22234,35286,rampancy,The quality or state of being rampant
22235,35287,rampant,Ramping
22236,35290,rampantly,In a rampant manner.
22237,35291,rampart,That which fortifies and defends from assault
22238,35293,ramparted,of Rampart
22239,35294,ramparting,of Rampart
22240,35296,rampe,The cuckoopint.
22241,35297,rampier,See Rampart.
22242,35298,rampion,"A plant (Campanula Rapunculus) of the Bellflower family, with a tuberous esculent root"
22243,35299,rampire,A rampart.
22244,35301,rampler,A rambler.
22245,35303,ramrod,The rod used in ramming home the charge in a muzzle-loading firearm.
22246,35304,ramshackle,Loose
22247,35306,ramson,"A broad-leaved species of garlic (Allium ursinum), common in European gardens"
22248,35307,ramsted,A yellow-flowered weed
22249,35308,ramulose,"Having many small branches, or ramuli."
22250,35309,ramulous,Ramulose.
22251,35310,ramuli,of Ramulus
22252,35311,ramulus,"A small branch, or branchlet, of corals, hydroids, and similar organisms."
22253,35312,rami,of Ramus
22254,35313,ramus,A branch
22255,35314,ramuscule,"A small ramus, or branch."
22256,35315,ran,imp. of Run.
22257,35318,rana,"A genus of anurous batrachians, including the common frogs."
22258,35319,ranal,Having a general affinity to ranunculaceous plants.
22259,35320,rance,A prop or shore.
22260,35322,rancescent,Becoming rancid or sour.
22261,35323,ranch,To wrench
22262,35325,rancheros,of Ranchero
22263,35326,ranchero,A herdsman
22264,35328,ranchmen,of Ranchman
22265,35329,ranchman,"An owner or occupant of, or laborer on, a ranch"
22266,35330,ranchos,of Rancho
22267,35331,rancho,"A rude hut, as of posts, covered with branches or thatch, where herdsmen or farm laborers may live or lodge at night."
22268,35333,rancid,"Having a rank smell or taste, from chemical change or decomposition"
22269,35334,rancidity,The quality or state of being rancid
22270,35335,rancidly,In a rancid manner.
22271,35336,rancidness,The quality of being rancid.
22272,35337,rancor,The deepest malignity or spite
22273,35338,rancorous,Full of rancor
22274,35339,rancorously,In a rancorous manner.
22275,35340,rand,A border
22276,35344,randall grass,The meadow fescue (Festuca elatior). See under Grass.
22277,35345,randan,The product of a second sifting of meal
22278,35347,randing,The act or process of making and applying rands for shoes.
22279,35349,random,Force
22280,35354,randomly,In a random manner.
22281,35355,randon,Random.
22282,35357,ranedeer,See Reindeer.
22283,35358,ranee,Same as Rani.
22284,35359,ranforce,See Re/nforce.
22285,35360,rang,"imp. of Ring, v. t. &amp"
22286,35361,ranged,of Range
22287,35362,ranging,of Range
22288,35363,range,"To set in a row, or in rows"
22289,35390,rangement,Arrangement.
22290,35391,ranger,One who ranges
22291,35396,rangership,The office of the keeper of a forest or park.
22292,35397,rangle,To range about in an irregular manner.
22293,35398,rani,A queen or princess
22294,35399,ranine,Of or pertaining to the frogs and toads.
22295,35401,rank,Luxuriant in growth
22296,35414,ranked,of Rank
22297,35415,ranking,of Rank
22298,35421,ranker,"One who ranks, or disposes in ranks"
22299,35422,rankled,of Rankle
22300,35423,rankling,of Rankle
22301,35424,rankle,"To become, or be, rank"
22302,35427,rankly,With rank or vigorous growth
22303,35428,rankness,The condition or quality of being rank.
22304,35429,rannel,A prostitute.
22305,35430,ranny,The erd shrew.
22306,35431,ransacked,of Ransack
22307,35432,ransacking,of Ransack
22308,35433,ransack,To search thoroughly
22309,35438,ransom,"The release of a captive, or of captured property, by payment of a consideration"
22310,35441,ransomed,of Ransom
22311,35442,ransoming,of Ransom
22312,35445,ransomable,Such as can be ransomed.
22313,35446,ransomer,One who ransoms or redeems.
22314,35447,ransomless,Incapable of being ransomed
22315,35448,ranted,of Rant
22316,35449,ranting,of Rant
22317,35450,rant,"To rave in violent, high-sounding, or extravagant language, without dignity of thought"
22318,35452,ranter,A noisy talker
22319,35455,ranterism,The practice or tenets of the Ranters.
22320,35456,rantingly,In a ranting manner.
22321,35457,rantipole,"A wild, romping young person."
22322,35460,rantism,Ranterism.
22323,35461,ranty,Wild
22324,35462,ranula,A cyst formed under the tongue by obstruction of the duct of the submaxillary gland.
22325,35463,ranunculaceous,"Of or pertaining to a natural order of plants (Ranunculaceae), of which the buttercup is the type, and which includes also the virgin's bower, the monkshood, larkspur, anemone, meadow rue, and peony."
22326,35464,ranunculuses,of Ranunculus
22327,35465,ranunculi,of Ranunculus
22328,35466,ranunculus,"A genus of herbs, mostly with yellow flowers, including crowfoot, buttercups, and the cultivated ranunculi (R. Asiaticus, R. aconitifolius, etc.) in which the flowers are double and of various colors."
22329,35467,ranz des vaches,"The name for numerous simple, but very irregular, melodies of the Swiss mountaineers, blown on a long tube called the Alpine horn, and sometimes sung."
22330,35468,rap,A lay or skein containing 120 yards of yarn.
22331,35469,rapped,of Rap
22332,35470,rapping,of Rap
22333,35476,rapt,of Rap
22334,35483,rapaces,Same as Accipitres.
22335,35484,rapacious,Given to plunder
22336,35487,rapacity,The quality of being rapacious
22337,35489,raparee,See Rapparee.
22338,35490,rape,"Fruit, as grapes, plucked from the cluster."
22339,35501,rapeful,Violent.
22340,35503,rapfully,Violently.
22341,35504,raphaelesque,Like Raphael's works
22342,35505,raphaelism,"The principles of painting introduced by Raphael, the Italian painter."
22343,35506,raphaelite,One who advocates or adopts the principles of Raphaelism.
22344,35507,raphany,"A convulsive disease, attended with ravenous hunger, not uncommon in Sweden and Germany. It was so called because supposed to be caused by eating corn with which seeds of jointed charlock (Raphanus raphanistrum) had been mixed, but the condition is now known to be a form of ergotism."
22345,35508,raphe,"A line, ridge, furrow, or band of fibers, especially in the median line"
22346,35510,raphides,See Rhaphides.
22347,35511,rapid,Very swift or quick
22348,35515,rapidity,The quality or state of being rapid
22349,35516,rapidly,In a rapid manner.
22350,35517,rapidness,Quality of being rapid
22351,35518,rapier,"A straight sword, with a narrow and finely pointed blade, used only for thrusting."
22352,35519,rapiered,Wearing a rapier.
22353,35520,rapilli,Lapilli.
22354,35521,rapine,The act of plundering
22355,35524,rapinous,Given to rapine.
22356,35525,rappage,The enlargement of a mold caused by rapping the pattern.
22357,35526,rapparee,"A wild Irish plunderer, esp. one of the 17th century"
22358,35529,rappee,A pungent kind of snuff made from the darker and ranker kinds of tobacco leaves.
22359,35530,rappel,The beat of the drum to call soldiers to arms.
22360,35531,rapper,"One who, or that which, raps or knocks"
22361,35533,rapport,Relation
22362,35534,rapscallion,A rascal
22363,35543,rapter,A raptor.
22364,35544,raptor,A ravisher
22365,35545,raptores,Same as Accipitres. Called also Raptatores.
22366,35546,raptorial,Rapacious
22367,35549,raptorious,Raptorial.
22368,35550,rapture,A seizing by violence
22369,35553,raptured,of Rapture
22370,35554,rapturing,of Rapture
22371,35556,rapturist,An enthusiast.
22372,35557,rapturize,"To put, or be put, in a state of rapture."
22373,35558,rapturous,Ecstatic
22374,35559,rapturously,In a rapturous manner.
22375,35560,rare,Early.
22376,35566,rarebit,A dainty morsel
22377,35567,raree-show,A show carried about in a box
22378,35568,rarefaction,The act or process of rarefying
22379,35569,rarefiable,Capable of being rarefied.
22380,35570,rarefied,of Rarefy
22381,35571,rarefying,of Rarefy
22382,35572,rarefy,"To make rare, thin, porous, or less dense"
22383,35574,rarely,In a rare manner or degree
22384,35576,rareness,The state or quality of being rare.
22385,35577,rareripe,Early ripe
22386,35579,rarification,See Rarefaction.
22387,35580,rarities,of Rarity
22388,35581,rarity,The quality or state of being rare
22389,35583,ras,See 2d Reis.
22390,35584,rasante,Sweeping
22391,35585,rascal,One of the rabble
22392,35588,rascaldom,State of being a rascal
22393,35589,rascaless,A female rascal.
22394,35590,rascalities,of Rascality
22395,35591,rascality,"The quality or state of being rascally, or a rascal"
22396,35593,rascallion,"A low, mean wretch."
22397,35594,rascally,Like a rascal
22398,35595,rased,of Rase
22399,35596,rasing,of Rase
22400,35597,rase,To rub along the surface of
22401,35604,rash,To pull off or pluck violently.
22402,35614,rasher,A thin slice of bacon.
22403,35616,rashful,Rash
22404,35617,rashling,A rash person.
22405,35618,rashly,In a rash manner
22406,35619,rashness,The quality or state of being rash.
22407,35620,raskolnik,One of the separatists or dissenters from the established or Greek church in Russia.
22408,35621,rasores,An order of birds
22409,35622,rasorial,"Of or pertaining to the Rasores, or gallinaceous birds, as the peacock, domestic fowl, partridge, quail, and the like."
22410,35623,rasour,Razor.
22411,35624,rasped,of Rasp
22412,35625,rasping,of Rasp
22413,35626,rasp,To rub or file with a rasp
22414,35630,raspatorium,See Raspatory.
22415,35631,raspatory,A surgeon's rasp.
22416,35632,raspberry,The thimble-shaped fruit of the Rubus Idaeus and other similar brambles
22417,35634,rasper,"One who, or that which, rasps"
22418,35635,raspis,The raspberry.
22419,35636,raspy,"Like a rasp, or the sound made by a rasp"
22420,35637,rasse,"A carnivore (Viverricula Mallaccensis) allied to the civet but smaller, native of China and the East Indies. It furnishes a perfume resembling that of the civet, which is highly prized by the Javanese. Called also Malacca weasel, and lesser civet."
22421,35638,rasure,"The act of rasing, scraping, or erasing"
22422,35640,rat,"One of  several species of small rodents of the genus Mus and allied genera, larger than mice, that infest houses, stores, and ships, especially the Norway, or brown, rat (M. decumanus), the black rat (M. rattus), and the roof rat (M. Alexandrinus). These were introduced into America from the Old World."
22423,35643,ratted,of Rat
22424,35644,ratting,of Rat
22425,35647,rata,"A New Zealand forest tree (Metrosideros robusta), also, its hard dark red wood, used by the Maoris for paddles and war clubs."
22426,35648,ratability,The quality or state of being ratable.
22427,35649,ratable,"Capable of being rated, or set at a certain value."
22428,35652,ratafia,"A spirituous liquor flavored with the kernels of cherries, apricots, peaches, or other fruit, spiced, and sweetened with sugar"
22429,35653,ratan,See Rattan.
22430,35654,ratany,Same as Rhatany.
22431,35655,rataplan,"The iterative sound of beating a drum, or of a galloping horse."
22432,35656,ratch,Same as Rotche.
22433,35658,ratchel,Gravelly stone.
22434,35659,ratchet,"A pawl, click, or detent, for holding or propelling a ratchet wheel, or ratch, etc."
22435,35661,rate,To chide with vehemence
22436,35671,rated,of Rate
22437,35672,rating,of Rate
22438,35679,rateable,See Ratable.
22439,35680,ratel,"Any carnivore of the genus Mellivora, allied to the weasels and the skunks"
22440,35681,ratepayer,One who pays rates or taxes.
22441,35682,rater,One who rates or estimates.
22442,35684,ratfish,Same as Rat-tail.
22443,35685,rath,A hill or mound.
22444,35688,rathe,"Coming before others, or before the usual time"
22445,35691,rather,Prior
22446,35698,rathripe,"Rareripe, or early ripe."
22447,35700,ratification,The act of ratifying
22448,35701,ratifier,"One who, or that which, ratifies"
22449,35702,ratified,of Ratify
22450,35703,ratifying,of Ratify
22451,35704,ratify,To approve and sanction
22452,35705,ratihabition,"Confirmation or approbation, as of an act or contract."
22453,35706,ratio,The relation which one quantity or magnitude has to another of the same kind. It is expressed by the quotient of the division of the first by the second
22454,35708,ratiocinate,"To reason, esp. deductively"
22455,35709,ratiocination,"The process of reasoning, or deducing conclusions from premises"
22456,35710,ratiocinative,"Characterized by, or addicted to, ratiocination"
22457,35711,ratiocinatory,Ratiocinative.
22458,35712,ration,"A fixed daily allowance of provisions assigned to a soldier in the army, or a sailor in the navy, for his subsistence."
22459,35715,rational,Relating to the reason
22460,35720,rationale,"An explanation or exposition of the principles of some opinion, action, hypothesis, phenomenon, or the like"
22461,35721,rationalism,"The doctrine or system of those who deduce their religious opinions from reason or the understanding, as distinct from, or opposed to, revelation."
22462,35723,rationalist,One who accepts rationalism as a theory or system
22463,35724,rationalistic,Alt. of Rationalistical
22464,35725,rationalistical,"Belonging to, or in accordance with, the principles of rationalism."
22465,35726,-ties,of Rationality
22466,35727,rationality,The quality or state of being rational
22467,35728,rationalization,The act or process of rationalizing.
22468,35729,rationalize,To make rational
22469,35734,rationally,In a rational manner.
22470,35735,rationalness,The quality or state of being rational
22471,35736,ratitae,"An order of birds in which the wings are small, rudimentary, or absent, and the breastbone is destitute of a keel. The ostrich, emu, moa, and apteryx are examples."
22472,35737,ratitate,Of or pertaining to the Ratitae.
22473,35738,ratite,Of or pertaining to the Ratitae.
22474,35740,ratlines,Alt. of Ratlins
22475,35741,ratlins,The small transverse ropes attached to the shrouds and forming the steps of a rope ladder.
22476,35742,raton,A small rat.
22477,35743,ratoon,"Same as Rattoon, n."
22478,35746,ratsbane,Rat poison
22479,35747,ratsbaned,Poisoned by ratsbane.
22480,35748,rat-tail,Like a rat's tail in form
22481,35752,rat-tailed,"Having a long, tapering tail like that of a rat."
22482,35753,rattan,"One of the long slender flexible stems of several species of palms of the genus Calamus, mostly East Indian, though some are African and Australian. They are exceedingly tough, and are used for walking sticks, wickerwork, chairs and seats of chairs, cords and cordage, and many other purposes."
22483,35754,ratteen,A thick woolen stuff quilled or twilled.
22484,35755,ratten,"To deprive feloniously of the tools used in one's employment (as by breaking or stealing them), for the purpose of annoying"
22485,35756,ratter,"One who, or that which, rats, as one who deserts his party."
22486,35758,rattinet,A woolen stuff thinner than ratteen.
22487,35761,rattled,of Rattle
22488,35762,rattling,of Rattle
22489,35763,rattle,"To make a quick succession of sharp, inharmonious noises, as by the collision of hard and not very sonorous bodies shaken together"
22490,35777,rattlebox,A toy that makes a rattling sound
22491,35780,rattle-brained,Giddy
22492,35781,rattlehead,"An empty, noisy talker."
22493,35782,rattle-headed,Noisy
22494,35783,rattlemouse,A bat.
22495,35784,rattlepate,A rattlehead.
22496,35785,rattle-pated,Rattle-headed.
22497,35786,rattler,"One who, or that which, rattles."
22498,35787,rattlesnake,"Any one of several species of venomous American snakes belonging to the genera Crotalus and Caudisona, or Sistrurus. They have a series of horny interlocking joints at the end of the tail which make a sharp rattling sound when shaken. The common rattlesnake of the Northern United States (Crotalus horridus), and the diamond rattlesnake of the South (C. adamanteus), are the best known. See Illust. of Fang."
22499,35788,rattletrap,Any machine or vehicle that does not run smoothly.
22500,35789,rattleweed,Any plant of the genus Astragalus. See Milk vetch.
22501,35790,rattlewings,The golden-eye.
22502,35791,rattlewort,Same as Rattlebox.
22503,35792,rattlings,Ratlines.
22504,35793,rattoon,"One of the stems or shoots of sugar cane of the second year's growth from the root, or later. See Plant-cane."
22505,35794,rattooned,of Rattoon
22506,35795,rattooning,of Rattoon
22507,35797,raucid,Hoarse
22508,35798,raucity,Harshness of sound
22509,35799,raucous,Hoarse
22510,35800,raught,imp. &amp
22511,35802,raunch,See Ranch.
22512,35803,raunsoun,Ransom.
22513,35804,ravage,Desolation by violence
22514,35805,ravaged,of Ravage
22515,35806,ravaging,of Ravage
22516,35808,ravager,"One who, or that which, ravages or lays waste"
22517,35809,rave,imp. of Rive.
22518,35811,raved,of Rave
22519,35812,raving,of Rave
22520,35817,ravehook,"A tool, hooked at the end, for enlarging or clearing seams for the reception of oakum."
22521,35818,raveled,of Ravel
22522,35819,ravelled,of Ravel
22523,35820,raveling,of Ravel
22524,35821,ravelling,of Ravel
22525,35822,ravel,To separate or undo the texture of
22526,35828,raveler,One who ravels.
22527,35829,ravelin,"A detached work with two embankments which make a salient angle. It is raised before the curtain on the counterscarp of the place. Formerly called demilune, and half-moon."
22528,35832,raven,"A large black passerine bird (Corvus corax), similar to the crow, but larger. It is native of the northern parts of Europe, Asia, and America, and is noted for its sagacity."
22529,35836,ravened,of Raven
22530,35837,ravening,of Raven
22531,35841,ravenala,A genus of plants related to the banana.
22532,35842,ravener,"One who, or that which, ravens or plunders."
22533,35846,ravenous,Devouring with rapacious eagerness
22534,35848,raven's-duck,A fine quality of sailcloth.
22535,35849,raver,One who raves.
22536,35850,ravin,Ravenous.
22537,35852,ravine,Food obtained by violence
22538,35858,ravished,of Ravish
22539,35859,ravishing,of Ravish
22540,35860,ravish,To seize and carry away by violence
22541,35863,ravisher,One who ravishes (in any sense).
22542,35865,ravishingly,In a ravishing manner.
22543,35866,ravishment,The act of carrying away by force or against consent
22544,35869,ravissant,"In a half-raised position, as if about to spring on prey."
22545,35870,raw,Not altered from its natural state
22546,35885,rawbone,Rawboned.
22547,35886,rawboned,Having little flesh on the bones
22548,35887,rawhead,A specter mentioned to frighten children
22549,35888,rawhide,"A cowhide, or coarse riding whip, made of untanned (or raw) hide twisted."
22550,35889,rawish,Somewhat raw.
22551,35890,rawly,In a raw manner
22552,35892,rawness,The quality or state of being raw.
22553,35893,ray,To array.
22554,35904,rayed,of Ray
22555,35905,raying,of Ray
22556,35911,rayah,"A person not a Mohammedan, who pays the capitation tax."
22557,35912,ray grass,A perennial European grass (Lolium perenne)
22558,35913,rayless,Destitute of rays
22559,35914,rayon,Ray
22560,35915,rayonnant,"Darting forth rays, as the sun when it shines out."
22561,35916,raze,"A Shakespearean word (used once) supposed to mean the same as race, a root."
22562,35917,razed,of Raze
22563,35918,razing,of Raze
22564,35922,razee,"An armed ship having her upper deck cut away, and thus reduced to the next inferior rate, as a seventy-four cut down to a frigate."
22565,35923,razeed,of Razee
22566,35924,razeeing,of Razee
22567,35926,razor,"A keen-edged knife of peculiar shape, used in shaving the hair from the face or the head."
22568,35928,razorable,Ready for the razor
22569,35929,razorback,The rorqual.
22570,35930,razor-backed,"Having a sharp, lean, or thin back"
22571,35931,razorbill,"A species of auk (Alca torda) common in the Arctic seas. See Auk, and Illust. in Appendix."
22572,35933,razure,"The act of erasing or effacing, or the state of being effaced"
22573,35935,razzia,A plundering and destructive incursion
22574,35936,re-,"A prefix signifying back, against, again, anew"
